bird,view,seconds,x,y,z,visible,state
maya,after,4.931,-2.430,4.622,-19.555,True,fly|wait=28.87|panic=0.00|target=1|speed=6.32|near=False|yaw=179.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.034,-2.426,4.691,-20.205,True,fly|wait=28.87|panic=0.00|target=1|speed=6.25|near=False|yaw=179.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.143,-2.422,4.760,-20.870,True,fly|wait=28.87|panic=0.00|target=1|speed=6.17|near=False|yaw=179.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.246,-2.419,4.820,-21.481,True,fly|wait=28.87|panic=0.00|target=1|speed=6.08|near=False|yaw=179.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.350,-2.415,4.901,-22.328,True,fly|wait=28.87|panic=0.00|target=1|speed=5.98|near=False|yaw=179.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.451,-2.413,4.955,-22.921,True,fly|wait=28.87|panic=0.00|target=1|speed=5.88|near=False|yaw=179.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.551,-2.411,4.988,-23.307,True,fly|wait=28.87|panic=0.00|target=1|speed=5.80|near=False|yaw=179.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.659,-2.409,5.040,-23.913,True,fly|wait=28.87|panic=0.00|target=1|speed=5.69|near=False|yaw=179.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.760,-2.407,5.086,-24.492,True,fly|wait=28.87|panic=0.00|target=1|speed=5.58|near=False|yaw=179.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.864,-2.406,5.130,-25.066,True,fly|wait=28.87|panic=0.00|target=1|speed=5.46|near=False|yaw=179.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,5.970,-2.405,5.172,-25.635,True,fly|wait=28.87|panic=0.00|target=1|speed=5.33|near=False|yaw=179.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.077,-2.403,5.210,-26.197,True,fly|wait=28.87|panic=0.00|target=1|speed=5.20|near=False|yaw=179.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.185,-2.403,5.245,-26.746,True,fly|wait=28.87|panic=0.00|target=1|speed=5.05|near=False|yaw=179.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.294,-2.402,5.277,-27.284,True,fly|wait=28.87|panic=0.00|target=1|speed=4.90|near=False|yaw=179.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.399,-2.401,5.304,-27.789,True,fly|wait=28.87|panic=0.00|target=1|speed=4.75|near=False|yaw=179.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.501,-2.401,5.335,-28.429,True,fly|wait=28.87|panic=0.00|target=1|speed=4.57|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.604,-2.400,5.354,-28.888,True,fly|wait=28.87|panic=0.00|target=1|speed=4.41|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.706,-2.400,5.370,-29.329,True,fly|wait=28.87|panic=0.00|target=1|speed=4.24|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.807,-2.400,5.382,-29.744,True,fly|wait=28.87|panic=0.00|target=1|speed=4.07|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,6.910,-2.400,5.391,-30.146,True,fly|wait=28.87|panic=0.00|target=1|speed=3.89|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,7.013,-2.400,5.395,-30.389,True,fly|wait=28.87|panic=0.00|target=1|speed=3.75|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,7.117,-2.400,5.400,-30.897,True,fly|wait=28.87|panic=0.00|target=1|speed=3.52|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,7.220,-2.400,5.400,-30.992,False,fly|wait=24.15|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.320,-2.400,5.400,-30.992,False,fly|wait=24.05|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.423,-2.400,5.400,-30.992,False,fly|wait=23.98|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.525,-2.400,5.400,-30.992,False,fly|wait=23.84|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.627,-2.400,5.400,-30.992,False,fly|wait=23.74|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.728,-2.400,5.400,-30.992,False,fly|wait=23.68|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.834,-2.400,5.400,-30.992,False,fly|wait=23.57|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,after,7.940,-2.400,5.400,-30.992,False,fly|wait=23.46|panic=0.00|target=1|speed=1.10|near=False|yaw=180.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=0|landings=0
maya,arrival,0.000,-2.147,5.151,-25.816,True,fly|wait=23.37|panic=0.00|target=1|speed=9.54|near=False|yaw=359.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.113,-2.156,5.084,-25.099,True,fly|wait=23.37|panic=0.00|target=1|speed=9.48|near=False|yaw=359.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.214,-2.168,4.991,-24.142,True,fly|wait=23.37|panic=0.00|target=1|speed=9.38|near=False|yaw=359.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.315,-2.178,4.898,-23.231,True,fly|wait=23.37|panic=0.00|target=1|speed=9.28|near=False|yaw=359.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.420,-2.188,4.800,-22.301,True,fly|wait=23.37|panic=0.00|target=1|speed=9.17|near=False|yaw=359.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.525,-2.200,4.658,-21.022,True,fly|wait=23.37|panic=0.00|target=1|speed=9.04|near=False|yaw=359.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.630,-2.207,4.548,-20.079,True,fly|wait=23.37|panic=0.00|target=1|speed=8.90|near=False|yaw=359.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.733,-2.213,4.434,-19.129,True,fly|wait=23.37|panic=0.00|target=1|speed=8.77|near=False|yaw=359.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.835,-2.219,4.324,-18.243,True,fly|wait=23.37|panic=0.00|target=1|speed=8.64|near=False|yaw=359.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,0.936,-2.223,4.214,-17.386,True,fly|wait=23.37|panic=0.00|target=1|speed=8.51|near=False|yaw=359.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.038,-2.226,4.102,-16.534,True,fly|wait=23.37|panic=0.00|target=1|speed=8.38|near=False|yaw=359.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.141,-2.229,3.989,-15.699,True,fly|wait=23.37|panic=0.00|target=1|speed=8.26|near=False|yaw=359.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.242,-2.230,3.914,-15.161,True,fly|wait=23.37|panic=0.00|target=1|speed=8.15|near=False|yaw=359.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.347,-2.232,3.797,-14.330,True,fly|wait=23.37|panic=0.00|target=1|speed=8.00|near=False|yaw=359.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.448,-2.233,3.682,-13.535,True,fly|wait=23.37|panic=0.00|target=1|speed=7.85|near=False|yaw=359.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.556,-2.233,3.562,-12.721,True,fly|wait=23.37|panic=0.00|target=1|speed=7.69|near=False|yaw=360.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.660,-2.233,3.443,-11.934,True,fly|wait=23.37|panic=0.00|target=1|speed=7.54|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.765,-2.232,3.322,-11.151,True,fly|wait=23.37|panic=0.00|target=1|speed=7.37|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.867,-2.231,3.207,-10.419,True,fly|wait=23.37|panic=0.00|target=1|speed=7.21|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,1.970,-2.229,3.089,-9.686,True,fly|wait=23.37|panic=0.00|target=1|speed=7.05|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.075,-2.227,2.973,-8.975,True,fly|wait=23.37|panic=0.00|target=1|speed=6.88|near=False|yaw=0.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.183,-2.225,2.859,-8.296,True,fly|wait=23.37|panic=0.00|target=1|speed=6.71|near=False|yaw=0.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.291,-2.221,2.699,-7.351,True,fly|wait=23.37|panic=0.00|target=1|speed=6.50|near=False|yaw=0.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.397,-2.217,2.581,-6.672,True,fly|wait=23.37|panic=0.00|target=1|speed=6.29|near=False|yaw=0.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.500,-2.213,2.468,-6.034,True,fly|wait=23.37|panic=0.00|target=1|speed=6.11|near=False|yaw=0.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.605,-2.210,2.358,-5.420,True,fly|wait=23.37|panic=0.00|target=1|speed=5.97|near=False|yaw=0.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.708,-2.206,2.246,-4.807,True,fly|wait=23.37|panic=0.00|target=1|speed=5.75|near=False|yaw=0.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.812,-2.202,2.141,-4.236,True,fly|wait=23.37|panic=0.00|target=1|speed=5.58|near=False|yaw=0.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,2.915,-2.197,2.036,-3.678,True,fly|wait=23.37|panic=0.00|target=1|speed=5.40|near=False|yaw=0.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.018,-2.193,1.933,-3.137,True,fly|wait=23.37|panic=0.00|target=1|speed=5.22|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.121,-2.189,1.833,-2.625,True,fly|wait=23.37|panic=0.00|target=1|speed=5.04|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.225,-2.184,1.734,-2.120,True,fly|wait=23.37|panic=0.00|target=1|speed=4.86|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.326,-2.180,1.640,-1.645,True,fly|wait=23.37|panic=0.00|target=1|speed=4.71|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.429,-2.177,1.578,-1.338,True,fly|wait=23.37|panic=0.00|target=1|speed=4.56|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.536,-2.172,1.482,-0.868,True,fly|wait=23.37|panic=0.00|target=1|speed=4.38|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.651,-2.167,1.389,-0.417,True,fly|wait=23.37|panic=0.00|target=1|speed=4.19|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.758,-2.162,1.294,0.038,True,fly|wait=23.37|panic=0.00|target=1|speed=3.99|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.864,-2.158,1.208,0.440,True,fly|wait=23.37|panic=0.00|target=1|speed=3.81|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,3.967,-2.154,1.126,0.819,True,fly|wait=23.37|panic=0.00|target=1|speed=3.64|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.074,-2.149,1.046,1.188,True,fly|wait=23.37|panic=0.00|target=1|speed=3.45|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.178,-2.145,0.971,1.527,True,fly|wait=23.37|panic=0.00|target=1|speed=3.28|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.281,-2.141,0.898,1.849,True,fly|wait=23.37|panic=0.00|target=1|speed=3.11|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.381,-2.138,0.830,2.145,True,fly|wait=23.37|panic=0.00|target=1|speed=2.95|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.484,-2.134,0.764,2.433,True,fly|wait=23.37|panic=0.00|target=1|speed=2.78|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.588,-2.130,0.699,2.706,True,fly|wait=23.37|panic=0.00|target=1|speed=2.61|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.696,-2.127,0.637,2.965,True,fly|wait=23.37|panic=0.00|target=1|speed=2.45|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.802,-2.124,0.581,3.197,True,fly|wait=23.37|panic=0.00|target=1|speed=2.29|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,4.904,-2.121,0.524,3.428,True,fly|wait=23.37|panic=0.00|target=1|speed=2.13|near=False|yaw=0.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.007,-2.117,0.454,3.704,True,fly|wait=23.37|panic=0.00|target=1|speed=1.95|near=False|yaw=0.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.114,-2.116,0.421,3.829,True,fly|wait=23.37|panic=0.00|target=1|speed=1.83|near=False|yaw=0.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.217,-2.113,0.375,4.005,True,fly|wait=23.37|panic=0.00|target=1|speed=1.69|near=False|yaw=0.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.321,-2.111,0.332,4.166,True,fly|wait=23.37|panic=0.00|target=1|speed=1.55|near=False|yaw=0.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.421,-2.109,0.292,4.312,True,fly|wait=23.37|panic=0.00|target=1|speed=1.41|near=False|yaw=0.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.527,-2.108,0.254,4.447,True,fly|wait=23.37|panic=0.00|target=1|speed=1.28|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.630,-2.106,0.207,4.607,True,fly|wait=23.37|panic=0.00|target=1|speed=1.13|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.731,-2.105,0.188,4.674,True,fly|wait=23.37|panic=0.00|target=1|speed=1.04|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.835,-2.104,0.157,4.772,True,fly|wait=23.37|panic=0.00|target=1|speed=0.92|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,5.945,-2.103,0.130,4.859,True,fly|wait=23.37|panic=0.00|target=1|speed=0.81|near=False|yaw=0.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.047,-2.102,0.105,4.933,True,fly|wait=23.37|panic=0.00|target=1|speed=0.71|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.147,-2.101,0.077,5.015,True,fly|wait=23.37|panic=0.00|target=1|speed=0.59|near=False|yaw=0.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.249,-2.101,0.057,5.067,True,fly|wait=23.37|panic=0.00|target=1|speed=0.49|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.350,-2.100,0.048,5.092,True,fly|wait=23.37|panic=0.00|target=1|speed=0.44|near=False|yaw=0.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.450,-2.100,0.028,5.141,True,idle|wait=23.37|panic=0.00|target=1|speed=0.34|near=False|yaw=0.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.553,-2.100,0.020,5.160,True,idle|wait=23.37|panic=0.00|target=1|speed=0.28|near=False|yaw=0.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.659,-2.100,0.006,5.189,True,idle|wait=23.37|panic=0.00|target=1|speed=0.19|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=1|landings=0
maya,arrival,6.759,-2.100,0.001,5.200,True,idle|wait=6.11|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,6.868,-2.100,0.001,5.200,True,idle|wait=6.04|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,6.976,-2.100,0.001,5.200,True,idle|wait=5.93|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,7.084,-2.100,0.001,5.200,True,idle|wait=5.83|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,7.187,-2.100,0.001,5.200,True,idle|wait=5.72|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,7.291,-2.100,0.001,5.200,True,idle|wait=5.62|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,7.393,-2.100,0.001,5.200,True,idle|wait=5.48|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,7.496,-2.100,0.001,5.200,True,idle|wait=5.42|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
maya,arrival,7.610,-2.100,0.001,5.200,True,idle|wait=5.31|panic=0.00|target=1|speed=0.00|near=False|yaw=0.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=1|birdPhase=2|landings=1
