mode,stage,time,x,y,z,vy,eye_y,swimming,grounded,holding,clip
Classic,directional-motion,4.5921,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6360,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6393,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6414,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6433,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6874,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6908,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6926,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.6939,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7380,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7409,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7435,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7451,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7910,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7936,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.7952,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8415,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8451,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8468,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8913,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8956,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8968,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.8981,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9417,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9445,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9460,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9476,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9492,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9933,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9959,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9980,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.9992,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.0003,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.0463,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.0486,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.0504,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.0519,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.0985,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1008,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1024,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1472,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1496,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1509,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1523,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.1991,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.2018,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.2491,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.2520,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.2531,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.2962,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.2990,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3009,-13.1707,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3024,-13.1707,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3038,-13.1707,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3490,-13.1120,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3509,-13.1120,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3522,-13.1120,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3537,-13.1120,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3550,-13.1120,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.3991,-13.0533,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4027,-13.0239,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4046,-13.0239,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4056,-13.0239,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4491,-12.9652,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4521,-12.9652,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4538,-12.9652,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4554,-12.9652,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.4568,-12.9652,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5024,-12.8772,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5054,-12.8772,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5074,-12.8772,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5503,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5524,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5540,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5552,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5560,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5568,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.5576,-12.8185,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.6122,-12.7304,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.6577,-12.6717,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.6598,-12.6717,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.6612,-12.6424,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.6632,-12.6424,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.6646,-12.6424,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7078,-12.5837,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7099,-12.5837,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7115,-12.5837,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7132,-12.5837,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7143,-12.5837,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7152,-12.5837,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7580,-12.5250,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7617,-12.4957,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7632,-12.4957,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.7654,-12.4957,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8087,-12.4370,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8109,-12.4370,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8123,-12.4370,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8138,-12.4370,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8149,-12.4370,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8158,-12.4370,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8590,-12.3783,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8626,-12.3489,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8648,-12.3489,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.8660,-12.3489,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9102,-12.2902,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9136,-12.2902,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9154,-12.2902,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9172,-12.2902,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9601,-12.2022,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9624,-12.2022,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9639,-12.2022,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9653,-12.2022,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9667,-12.2022,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,5.9676,-12.2022,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0115,-12.1435,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0139,-12.1435,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0154,-12.1435,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0169,-12.1435,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0179,-12.1435,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0610,-12.0554,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0636,-12.0554,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0647,-12.0554,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0657,-12.0554,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0667,-12.0554,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.0680,-12.0554,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1122,-11.9967,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1140,-11.9967,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1154,-11.9967,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1173,-11.9967,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1184,-11.9967,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1620,-11.9087,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1648,-11.9087,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1663,-11.9087,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1674,-11.9087,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1683,-11.9087,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.1692,-11.9087,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2113,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2135,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2150,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2164,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2173,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2182,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2194,-11.8500,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.2737,-11.7620,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3191,-11.7620,-0.8600,5.8761,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3209,-11.7620,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3228,-11.7620,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3240,-11.7620,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3251,-11.7620,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3685,-11.7620,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3709,-11.7620,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3727,-11.7620,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3739,-11.7620,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3750,-11.7620,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.3762,-11.7620,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4205,-11.7620,-0.8600,5.7000,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4232,-11.7620,-0.8600,5.7000,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4243,-11.7620,-0.8600,5.7000,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4258,-11.7620,-0.8600,5.7000,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4272,-11.7620,-0.8600,5.7000,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4694,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4713,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4725,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4739,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4752,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4761,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4768,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.4775,-11.7620,-0.8600,5.6413,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.5334,-11.7620,-0.8600,5.5533,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.5784,-11.7620,-0.8600,5.4946,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.5810,-11.7620,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.5829,-11.7620,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.5846,-11.7620,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.5855,-11.7620,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6297,-11.7620,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6325,-11.7620,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6338,-11.7620,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6347,-11.7620,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6354,-11.7620,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6362,-11.7620,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6790,-11.7620,-0.8600,5.3478,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6811,-11.7620,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6828,-11.7620,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6838,-11.7620,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6850,-11.7620,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.6862,-11.7620,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7295,-11.7620,-0.8600,5.2598,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7351,-11.7620,-0.8600,5.2598,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7363,-11.7620,-0.8600,5.2598,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7370,-11.7620,-0.8600,5.2598,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7792,-11.7620,-0.8600,5.2011,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7809,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7824,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7836,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7846,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7855,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7863,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.7870,-11.7620,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.8376,-11.7620,-0.8600,5.1131,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.8817,-11.7620,-0.8600,5.0250,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.8924,-11.7620,-0.8600,5.0250,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9367,-11.7620,-0.8600,4.9663,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9386,-11.7620,-0.8600,4.9663,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9398,-11.7620,-0.8600,4.9663,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9413,-11.7620,-0.8600,4.9370,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9431,-11.7620,-0.8600,4.9370,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9861,-11.7620,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9885,-11.7620,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9901,-11.7620,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9913,-11.7620,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9925,-11.7620,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,6.9934,-11.7620,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0369,-11.7620,-0.8600,4.8196,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0402,-11.7620,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0424,-11.7620,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0441,-11.7620,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0873,-11.7620,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0898,-11.7620,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0912,-11.7620,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0925,-11.7620,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0937,-11.7620,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.0947,-11.7620,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1370,-11.7620,-0.8600,4.6728,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1389,-11.7620,-0.8600,4.6728,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1406,-11.7620,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1421,-11.7620,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1431,-11.7620,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1439,-11.7620,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.1447,-11.7620,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2008,-11.7620,-0.8600,4.5554,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2449,-11.7620,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2469,-11.7620,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2486,-11.7620,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2499,-11.7620,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2510,-11.7620,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2521,-11.7620,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2951,-11.7620,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2971,-11.7620,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2985,-11.7620,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.2998,-11.7620,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.3007,-11.7620,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.3018,-11.7620,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.3025,-11.7620,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.3537,-11.7620,-0.8600,4.3500,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.3976,-11.7620,-0.8600,4.2913,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.3994,-11.7620,-0.8600,4.2913,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.4005,-11.7620,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.4026,-11.7620,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.4036,-11.7620,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.4044,-11.7620,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.4050,-11.7620,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.4624,-11.7620,-0.8600,4.1739,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5065,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5090,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5106,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5118,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5128,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5135,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5142,-11.7620,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.5671,-11.7620,-0.8600,4.0272,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6100,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6118,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6131,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6144,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6154,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6165,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6173,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6182,-11.7620,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.6704,-11.7620,-0.8600,3.8804,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7136,-11.7620,-0.8600,3.8217,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7155,-11.7620,-0.8600,3.8217,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7170,-11.7620,-0.8600,3.8217,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7182,-11.7620,-0.8600,3.8217,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7190,-11.7620,-0.8600,3.8217,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7197,-11.7620,-0.8600,3.8217,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7203,-11.7620,-0.8600,3.7924,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7215,-11.7620,-0.8600,3.7924,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.7741,-11.7620,-0.8600,3.7337,0.0000,0.3900,True,False,True,True
Classic,directional-motion,7.8172,-11.7620,-0.8600,3.7337,0.0000,0.3900,True,False,True,True
